sgRNA	gene	HL60.final	KBM7.final
p64778890	AFTPH	581	1149
m58128438	AGAP2	1856	1455
m58128444	AGAP2	3114	3687
m58128454	AGAP2	1423	1588
m58129187	AGAP2	1675	1954
m58129192	AGAP2	1625	662
p58128423	AGAP2	635	725
p58129143	AGAP2	1256	456
p58129148	AGAP2	986	1154
p58129153	AGAP2	403	489
p58129171	AGAP2	2100	2182
m150784003	AGAP3	1925	1942
p150783818	AGAP3	1479	1311
p150783825	AGAP3	1523	1076
p150783857	AGAP3	2134	2790
p150783866	AGAP3	492	750
p150783903	AGAP3	1243	1565
p150783915	AGAP3	594	1737
p150783972	AGAP3	529	1305
p150784007	AGAP3	1327	2561
p150784015	AGAP3	1244	1284
m27275887	AGBL5	487	337
m27275950	AGBL5	324	482
m27275975	AGBL5	1234	1582
m27276001	AGBL5	588	976
m27276006	AGBL5	1013	1977
p27275820	AGBL5	356	746
p27275854	AGBL5	776	2155
p27275870	AGBL5	625	990
p27275876	AGBL5	689	799
p27275898	AGBL5	1690	2331
m228337138	AGFG1	2746	1557
m228337178	AGFG1	1247	1529
m228337201	AGFG1	1007	1334
m228337208	AGFG1	879	1340
m228337217	AGFG1	573	750
m228337248	AGFG1	1071	587
m228337276	AGFG1	2485	2620
p228337142	AGFG1	0	137
p228337168	AGFG1	780	1240
p228337221	AGFG1	1131	1122
m100327112	AGL	1842	2115
m100327128	AGL	505	640
m100327135	AGL	664	807
m100327186	AGL	635	232
m100327263	AGL	650	368
p100327060	AGL	523	675
p100327074	AGL	1032	899
p100327114	AGL	380	54
p100327219	AGL	66	137
p100327246	AGL	320	626
m45379563	AGPAT3	81	288
m45379570	AGPAT3	303	281
m45379578	AGPAT3	328	395
m45379590	AGPAT3	2207	1744
m45379606	AGPAT3	527	358
p45379552	AGPAT3	2228	2263
p45379592	AGPAT3	476	439
p45379613	AGPAT3	740	481
p45379618	AGPAT3	699	1463
p45379648	AGPAT3	934	719
m6566202	AGPAT5	307	227
m6566212	AGPAT5	3410	4278
m6566223	AGPAT5	2701	2379
m6566233	AGPAT5	4502	4135
m6566240	AGPAT5	1383	1661
m6566254	AGPAT5	586	1373
m6566307	AGPAT5	369	188
p6566182	AGPAT5	790	1033
p6566257	AGPAT5	1815	1921
p6566262	AGPAT5	1506	1191
m88296213	AGTPBP1	2269	2580
m88296222	AGTPBP1	1909	2637
m88307605	AGTPBP1	796	824
m88307687	AGTPBP1	2269	2760
m88307696	AGTPBP1	694	669
p88296203	AGTPBP1	727	1188
p88307644	AGTPBP1	435	608
p88307675	AGTPBP1	1441	2138
p88307700	AGTPBP1	64	1054
p88307705	AGTPBP1	716	903
m247067252	AHCTF1	672	60
m247068844	AHCTF1	2763	1411
m247068867	AHCTF1	380	835
m247068886	AHCTF1	1328	638
m247068945	AHCTF1	973	1432
m247070906	AHCTF1	553	339
m247070995	AHCTF1	508	282
m247094617	AHCTF1	858	1120
p247076572	AHCTF1	1749	1088
p247079429	AHCTF1	1166	1318
m32883210	AHCY	362	240
m32883247	AHCY	179	176
m32883267	AHCY	1147	1029
m32883301	AHCY	530	374
m32883330	AHCY	3863	3387
p32883227	AHCY	1023	611
p32883238	AHCY	974	791
p32883253	AHCY	376	33
p32883304	AHCY	3402	3472
p32883309	AHCY	169	185
m105423801	AHNAK2	2364	2698
m105423809	AHNAK2	776	1124
m105423822	AHNAK2	1125	1162
m105423829	AHNAK2	890	704
m105423836	AHNAK2	2170	1886
m105444536	AHNAK2	1122	1064
m105444541	AHNAK2	1342	1589
m105444555	AHNAK2	257	1290
p105423957	AHNAK2	497	1143
p105423983	AHNAK2	1549	972
m62303488	AHNAK	1238	1124
m62303507	AHNAK	464	34
m62303523	AHNAK	238	534
m62303528	AHNAK	1074	1467
m62303548	AHNAK	1143	573
m62303560	AHNAK	1629	2630
p62303470	AHNAK	1397	1743
p62303477	AHNAK	879	831
p62303510	AHNAK	948	862
p62303551	AHNAK	186	55
m344006	AHRR	752	841
m344069	AHRR	337	610
m353878	AHRR	0	110
m353892	AHRR	458	728
m353898	AHRR	316	720
p344008	AHRR	2480	2626
p344030	AHRR	1767	803
p344036	AHRR	600	114
p344042	AHRR	1327	1652
p353901	AHRR	1778	2365
m17338889	AHR	1926	1131
m17338907	AHR	6164	3911
m17338922	AHR	46	123
m17349569	AHR	1890	2647
m17349574	AHR	855	590
m17349599	AHR	978	1524
p17338910	AHR	1457	1075
p17349560	AHR	2358	2229
p17349585	AHR	1027	596
p17349613	AHR	2515	1937
m31583902	AIF1	1320	2212
m31584119	AIF1	1073	1471
m31584132	AIF1	2191	2469
m31584164	AIF1	1000	894
m31584175	AIF1	214	106
p31583885	AIF1	2285	1335
p31583891	AIF1	699	648
p31584124	AIF1	2100	2297
p31584134	AIF1	674	802
p31584178	AIF1	316	279
m129299534	AIFM1	1683	1291
m129299540	AIFM1	1546	2905
m129299570	AIFM1	1152	1308
m129299604	AIFM1	1501	1905
m129299611	AIFM1	753	905
m129299616	AIFM1	433	251
m129299624	AIFM1	1589	752
p129299543	AIFM1	115	1
p129299555	AIFM1	831	989
p129299590	AIFM1	402	1021
m21322233	AIFM3	840	850
m21322251	AIFM3	671	1038
m21322256	AIFM3	1436	1869
p21322217	AIFM3	1164	1508
p21322241	AIFM3	952	359
p21327593	AIFM3	903	1311
p21327608	AIFM3	1166	1022
p21327615	AIFM3	1776	1041
p21327620	AIFM3	1357	1821
p21327632	AIFM3	1650	2627
m159038473	AIM2	952	1276
m159043029	AIM2	1657	2942
m159043231	AIM2	1382	2479
m159043249	AIM2	2449	2838
m159043254	AIM2	2262	3616
m159043273	AIM2	1352	1226
p159038409	AIM2	1479	1471
p159038433	AIM2	613	1292
p159038439	AIM2	1163	1471
p159043160	AIM2	2154	2839
m107249252	AIMP1	978	1259
m107249322	AIMP1	121	177
p107246177	AIMP1	67	168
p107246187	AIMP1	1528	1105
p107246195	AIMP1	1623	1003
p107248680	AIMP1	2507	2087
p107249260	AIMP1	851	1793
p107249309	AIMP1	660	1172
p107252880	AIMP1	842	27
p107252893	AIMP1	1158	3331
m6049078	AIMP2	1040	1222
m6049122	AIMP2	627	484
m6054790	AIMP2	1561	1193
m6054868	AIMP2	913	1601
m6054873	AIMP2	1124	980
m6054890	AIMP2	1014	1879
p6049089	AIMP2	2526	2586
p6054842	AIMP2	971	593
p6054880	AIMP2	953	1071
p6054904	AIMP2	857	624
m6330313	AIPL1	688	684
m6330344	AIPL1	1062	763
m6338338	AIPL1	461	601
m6338394	AIPL1	1557	1569
m6338399	AIPL1	2224	2912
p6330316	AIPL1	701	1115
p6330334	AIPL1	502	629
p6330346	AIPL1	835	564
p6338329	AIPL1	611	1037
p6338403	AIPL1	1344	1695
m67250694	AIP	622	557
m67250706	AIP	816	642
m67254480	AIP	1607	911
m67254487	AIP	1465	3414
p67250633	AIP	994	674
p67250641	AIP	733	516
p67250674	AIP	1006	577
p67250685	AIP	1029	256
p67250698	AIP	402	606
p67254471	AIP	2501	2354
m45705889	AIRE	1419	2446
m45705915	AIRE	1649	1362
m45705933	AIRE	1239	2164
m45705953	AIRE	1193	1985
m45705965	AIRE	2281	2284
m45705970	AIRE	662	895
p45705893	AIRE	1678	2060
p45705902	AIRE	52	114
p45705924	AIRE	2055	2840
p45705978	AIRE	983	1816
m23443317	AJUBA	2114	1737
m23444242	AJUBA	1161	1673
p23444032	AJUBA	707	1283
p23444066	AJUBA	321	1023
p23444172	AJUBA	1244	2010
p23444189	AJUBA	2337	3165
p23444211	AJUBA	501	526
p23444249	AJUBA	867	1582
p23444260	AJUBA	2012	1662
p23444268	AJUBA	4189	5210
m130635029	AK1	1426	1713
m130635058	AK1	425	378
m130635080	AK1	2910	2850
m130635113	AK1	1800	1030
m130635118	AK1	2849	3073
m130635125	AK1	1257	2277
m130636891	AK1	2182	3771
p130635084	AK1	1164	1275
p130635104	AK1	236	256
p130635302	AK1	582	943
m42866543	AKAP11	301	827
m42866626	AKAP11	0	75
m42871213	AKAP11	1293	1596
p42866552	AKAP11	1843	2921
p42866576	AKAP11	2223	2577
p42866591	AKAP11	1215	1388
p42866615	AKAP11	631	1042
p42869820	AKAP11	1189	2073
p42869856	AKAP11	1347	607
p42871182	AKAP11	260	721
m86182637	AKAP13	863	1299
m86182668	AKAP13	1107	1332
m86189139	AKAP13	1687	2348
m86189152	AKAP13	1757	1531
p86182639	AKAP13	510	586
p86182658	AKAP13	681	515
p86189043	AKAP13	252	389
p86189050	AKAP13	1397	1310
p86189055	AKAP13	2534	1604
p86189142	AKAP13	385	524
m32902700	AKAP6	2013	1380
m32902730	AKAP6	1725	1548
m32902746	AKAP6	774	749
m32902753	AKAP6	250	265
m32902774	AKAP6	490	443
m32902781	AKAP6	1069	1349
p32902734	AKAP6	1512	2489
p32902755	AKAP6	203	911
p32902785	AKAP6	1686	998
p32902791	AKAP6	2539	2820
m15514822	AKAP8L	1116	487
m15514833	AKAP8L	1159	749
m15521332	AKAP8L	1508	1480
m15521363	AKAP8L	1331	1217
m15521395	AKAP8L	638	713
m15529723	AKAP8L	630	1262
p15521319	AKAP8L	1382	775
p15521334	AKAP8L	1138	1985
p15521375	AKAP8L	1522	1615
p15529713	AKAP8L	1824	930
m15484827	AKAP8	2125	2404
m15485415	AKAP8	1358	1207
m15485420	AKAP8	1993	1685
m15487788	AKAP8	1400	2005
m15490525	AKAP8	1056	1393
m15490534	AKAP8	1326	1514
p15484817	AKAP8	2209	1480
p15485402	AKAP8	2784	2914
p15487775	AKAP8	1320	1019
p15490514	AKAP8	932	871
m8932997	AKIP1	969	994
m8933040	AKIP1	2600	1534
m8933093	AKIP1	1260	1228
p8932989	AKIP1	2070	2053
p8933008	AKIP1	149	468
p8933042	AKIP1	1640	1637
p8933075	AKIP1	398	783
p8933082	AKIP1	222	125
p8933100	AKIP1	830	614
p8933113	AKIP1	1999	2211
m39457082	AKIRIN1	621	1207
m39457182	AKIRIN1	729	956
m39457187	AKIRIN1	866	2001
m39457213	AKIRIN1	447	15
m39457245	AKIRIN1	1385	1004
m39457261	AKIRIN1	545	343
p39457041	AKIRIN1	2935	2625
p39457072	AKIRIN1	412	411
p39457249	AKIRIN1	256	403
p39463866	AKIRIN1	1334	1098
m88411242	AKIRIN2	652	1062
m88411311	AKIRIN2	1023	1095
m88411347	AKIRIN2	1619	1356
p88411231	AKIRIN2	588	818
p88411249	AKIRIN2	1016	1372
p88411262	AKIRIN2	2029	1449
p88411295	AKIRIN2	1107	1326
p88411316	AKIRIN2	1512	2757
p88411338	AKIRIN2	328	179
p88411381	AKIRIN2	514	206
m117143492	AKNA	1269	1235
m117143569	AKNA	2215	2946
m117143575	AKNA	881	1200
m117143585	AKNA	962	295
p117143411	AKNA	1799	2212
p117143426	AKNA	1614	1280
p117143433	AKNA	373	1329
p117143511	AKNA	1035	630
p117143517	AKNA	431	1190
p117143593	AKNA	1190	3515
m134136457	AKR1B1	958	1105
m134136471	AKR1B1	1186	506
m134143768	AKR1B1	1850	2351
p134136429	AKR1B1	4703	4276
p134136445	AKR1B1	1848	1396
p134136476	AKR1B1	2402	2898
p134143733	AKR1B1	276	1069
p134143777	AKR1B1	970	1091
p134143783	AKR1B1	1058	1363
p134143793	AKR1B1	1780	2608
m5136646	AKR1C3	1002	1950
m5136653	AKR1C3	1221	1461
m5138600	AKR1C3	603	308
m5138657	AKR1C3	344	654
m5139711	AKR1C3	1311	1611
m5139730	AKR1C3	1616	1332
p5136671	AKR1C3	3614	3561
p5138603	AKR1C3	555	679
p5139675	AKR1C3	1653	1950
p5139720	AKR1C3	439	957
m50376455	AKT1S1	969	826
m50376476	AKT1S1	812	1287
m50376481	AKT1S1	754	1333
m50376486	AKT1S1	777	722
m50376512	AKT1S1	310	93
m50376544	AKT1S1	1306	1430
p50376396	AKT1S1	1281	1173
p50376402	AKT1S1	1997	3473
p50376464	AKT1S1	1028	1890
p50376514	AKT1S1	905	1572
m105246504	AKT1	693	1726
m105246533	AKT1	657	1251
m105258936	AKT1	861	1798
m105258950	AKT1	1434	1154
m105258955	AKT1	1687	2634
m105258970	AKT1	1803	1808
p105246496	AKT1	467	1001
p105246507	AKT1	1252	2124
p105246515	AKT1	2219	4194
p105258959	AKT1	1381	1736
m40761066	AKT2	1142	2209
m40761083	AKT2	1358	2133
m40761096	AKT2	726	1157
m40761114	AKT2	1405	1896
p40761052	AKT2	1810	2062
p40761069	AKT2	2606	2032
p40761087	AKT2	1350	1574
p40761120	AKT2	2200	2338
p40761127	AKT2	2606	2854
p40761135	AKT2	1313	1551
m243828123	AKT3	1560	815
m243858931	AKT3	643	1468
m243858957	AKT3	2185	4115
m244006429	AKT3	537	600
m244006446	AKT3	1639	1723
p243828104	AKT3	2086	2074
p243828130	AKT3	1092	1205
p243828136	AKT3	998	1800
p243858918	AKT3	1277	2030
p244006436	AKT3	739	701
m52233277	ALAS1	1251	1346
m52233303	ALAS1	335	612
m52233309	ALAS1	716	559
m52233391	ALAS1	1405	1086
m52233405	ALAS1	1693	1316
m52233442	ALAS1	485	455
m52233450	ALAS1	1375	1863
m52236543	ALAS1	1002	542
m52236550	ALAS1	1226	662
m52236560	ALAS1	482	606
m58287300	ALDH1A2	1870	1911
m58302848	ALDH1A2	1263	1474
m58302882	ALDH1A2	461	931
m58306069	ALDH1A2	310	382
m58306075	ALDH1A2	474	1386
m58306081	ALDH1A2	421	878
m58306115	ALDH1A2	272	559
p58302835	ALDH1A2	967	930
p58302942	ALDH1A2	645	1164
p58302952	ALDH1A2	701	1218
m38395767	ALDH1B1	900	2399
m38395780	ALDH1B1	407	303
m38395794	ALDH1B1	991	2488
m38395806	ALDH1B1	1166	926
m38395829	ALDH1B1	572	935
m38395850	ALDH1B1	1023	1435
m38395858	ALDH1B1	688	938
p38395738	ALDH1B1	2200	2818
p38395786	ALDH1B1	1076	346
p38395891	ALDH1B1	843	799
m74541659	ALDH6A1	1280	589
m74541690	ALDH6A1	537	1039
m74541710	ALDH6A1	881	731
m74551051	ALDH6A1	577	1075
m74551075	ALDH6A1	436	929
m74551081	ALDH6A1	764	1127
p74541651	ALDH6A1	1007	1374
p74541669	ALDH6A1	2685	1565
p74541678	ALDH6A1	3081	2874
p74551039	ALDH6A1	670	1548
m125919652	ALDH7A1	749	1318
m125919666	ALDH7A1	1505	697
m125928373	ALDH7A1	988	1462
m125928414	ALDH7A1	1854	2081
m125930756	ALDH7A1	2156	3004
p125919619	ALDH7A1	1040	2520
p125919635	ALDH7A1	1219	1107
p125929055	ALDH7A1	527	1097
p125929063	ALDH7A1	776	1737
p125930758	ALDH7A1	703	1038
m101984105	ALG2	362	0
m101984130	ALG2	365	546
m101984145	ALG2	573	371
m101984151	ALG2	1057	1057
m101984163	ALG2	536	680
m101984169	ALG2	1073	934
p101984111	ALG2	500	246
p101984116	ALG2	528	888
p101984136	ALG2	1773	1480
p101984155	ALG2	691	531
m109530461	ALKBH2	1083	1421
m109530468	ALKBH2	1227	1066
m109530474	ALKBH2	2540	3800
m109530480	ALKBH2	547	1363
m109530499	ALKBH2	1707	2063
m109530523	ALKBH2	935	1567
m109530570	ALKBH2	744	789
m109530578	ALKBH2	400	1332
p109530490	ALKBH2	1995	1921
p109530505	ALKBH2	658	446
m43904269	ALKBH3	821	837
m43904640	ALKBH3	469	723
m43904659	ALKBH3	1222	976
m43904669	ALKBH3	2084	2896
m43904674	ALKBH3	382	246
m43904679	ALKBH3	698	1426
p43904213	ALKBH3	1613	2020
p43904221	ALKBH3	1011	2095
p43904259	ALKBH3	975	1125
p43904648	ALKBH3	768	1495
m102100211	ALKBH4	1275	1601
m102100216	ALKBH4	1237	1524
m102105177	ALKBH4	842	544
m102105194	ALKBH4	589	691
m102105223	ALKBH4	1757	1133
m102105230	ALKBH4	706	1356
p102100200	ALKBH4	2009	2691
p102105196	ALKBH4	1105	1259
p102105201	ALKBH4	1258	944
p102105235	ALKBH4	584	160
m18087558	ALKBH5	176	854
m18087567	ALKBH5	1135	1126
m18087586	ALKBH5	1103	1218
m18087606	ALKBH5	1416	568
m18087666	ALKBH5	804	780
m18087684	ALKBH5	365	23
m18087690	ALKBH5	703	1279
p18087594	ALKBH5	871	920
p18087610	ALKBH5	669	559
p18087618	ALKBH5	1246	1491
m36504268	ALKBH6	773	1045
m36504289	ALKBH6	1239	1664
m36504295	ALKBH6	2174	1755
m36504307	ALKBH6	1882	1673
m36505093	ALKBH6	1323	2214
p36503962	ALKBH6	1342	1717
p36504240	ALKBH6	422	220
p36504247	ALKBH6	991	1131
p36504252	ALKBH6	1025	1051
p36504260	ALKBH6	545	872
m6372838	ALKBH7	522	822
m6372899	ALKBH7	403	1796
m6372904	ALKBH7	0	0
p6372817	ALKBH7	705	645
p6372822	ALKBH7	792	610
p6372830	ALKBH7	1595	918
p6372849	ALKBH7	678	324
p6372859	ALKBH7	444	533
p6372867	ALKBH7	3583	3718
p6372872	ALKBH7	1633	2548
m107427687	ALKBH8	3017	2935
m107427703	ALKBH8	1551	2058
m107427709	ALKBH8	1213	1251
m107431492	ALKBH8	2373	2174
m107431521	ALKBH8	834	1157
m107431562	ALKBH8	21	669
p107427693	ALKBH8	1011	1035
p107431481	ALKBH8	647	1166
p107431523	ALKBH8	671	441
p107431585	ALKBH8	172	1331
m30143375	ALK	1539	1514
m30143457	ALK	241	126
m30143469	ALK	275	641
m30143504	ALK	234	488
m30143513	ALK	3671	3481
p30143383	ALK	2006	1902
p30143459	ALK	1169	1823
p30143472	ALK	1897	2821
p30143485	ALK	1063	750
p30143495	ALK	3001	3185
p73612986	ALMS1	1833	1707
p73612997	ALMS1	590	945
p73613002	ALMS1	940	1218
p73613010	ALMS1	1979	1271
p73613016	ALMS1	418	729
p73613022	ALMS1	127	179
p73613070	ALMS1	704	131
p73613097	ALMS1	2481	2148
p73613103	ALMS1	1222	1736
p73613109	ALMS1	2146	1735
m4542891	ALOX15	2764	1686
m4544819	ALOX15	1517	1944
m4544829	ALOX15	376	92
m4544856	ALOX15	1178	1276
m4544866	ALOX15	1151	1424
m4544885	ALOX15	1269	1092
m4544916	ALOX15	851	1112
p4544871	ALOX15	1314	1269
p4544877	ALOX15	1268	1474
p4544889	ALOX15	1480	2784
m31309774	ALOX5AP	2285	1237
m31309782	ALOX5AP	2635	3077
m31309791	ALOX5AP	1976	2086
m31309807	ALOX5AP	227	265
m31318208	ALOX5AP	983	1403
m31318235	ALOX5AP	1680	2064
p31309739	ALOX5AP	1345	2150
p31309756	ALOX5AP	852	747
p31318194	ALOX5AP	258	251
p31318219	ALOX5AP	576	703
m45869728	ALOX5	850	898
m45869733	ALOX5	1319	2229
m45869749	ALOX5	254	543
m45869755	ALOX5	1020	827
m45869765	ALOX5	2491	620
m45869776	ALOX5	924	1084
p45869720	ALOX5	1168	1063
p45869736	ALOX5	1875	978
p45869786	ALOX5	945	1005
p45869792	ALOX5	439	1168
m113299043	ALPK1	2257	2143
m113332981	ALPK1	1493	2385
m113332989	ALPK1	2334	1410
m113332998	ALPK1	3390	2508
m113333005	ALPK1	2017	2106
p113298998	ALPK1	834	1571
p113299004	ALPK1	2325	1488
p113299032	ALPK1	3663	3176
p113332971	ALPK1	0	337
p113333008	ALPK1	915	1144
m56274621	ALPK2	1734	2138
m56274632	ALPK2	1843	1717
m56274637	ALPK2	1161	1537
m56274656	ALPK2	1060	1931
m56278922	ALPK2	1008	1660
m56278965	ALPK2	470	1248
m56279014	ALPK2	910	1147
p56274642	ALPK2	1898	1341
p56278937	ALPK2	1897	2063
p56278947	ALPK2	584	990
p85360064	ALPK3	1196	2623
p85360069	ALPK3	1494	1503
p85360085	ALPK3	1113	898
p85360100	ALPK3	888	511
p85360105	ALPK3	1665	1857
p85360110	ALPK3	2848	2712
p85360115	ALPK3	2336	3249
p85360126	ALPK3	2034	2739
p85360137	ALPK3	1541	1842
p85360143	ALPK3	3025	1558
m203806660	ALS2CR8	443	1037
m203807528	ALS2CR8	1158	1559
m203807583	ALS2CR8	1212	1564
p203806646	ALS2CR8	1022	1115
p203806681	ALS2CR8	429	909
p203807463	ALS2CR8	1085	442
p203807477	ALS2CR8	1572	729
p203807555	ALS2CR8	491	1140
p203807605	ALS2CR8	487	494
p203807647	ALS2CR8	1341	1385
m85674067	ALX1	1185	928
m85674211	ALX1	1324	2171
m85674217	ALX1	1060	1779
m85674244	ALX1	2424	2889
p85674101	ALX1	1607	882
p85674113	ALX1	1848	1162
p85674122	ALX1	2120	1210
p85674170	ALX1	2586	2390
p85674177	ALX1	2325	1698
p85674233	ALX1	1336	1629
m110613044	ALX3	189	237
m110613148	ALX3	1079	1634
m110613202	ALX3	924	2309
p110613013	ALX3	1642	1369
p110613018	ALX3	1358	1091
p110613036	ALX3	337	661
p110613066	ALX3	802	537
p110613076	ALX3	129	33
p110613117	ALX3	2050	983
p110613204	ALX3	1935	1228
m44331448	ALX4	412	614
m44331467	ALX4	864	883
m44331526	ALX4	1397	1558
m44331531	ALX4	562	947
m44331545	ALX4	628	767
m44331563	ALX4	902	1199
m44331575	ALX4	948	2121
p44331477	ALX4	1720	2289
p44331534	ALX4	1610	905
p44331549	ALX4	304	596
m79849260	ALYREF	370	396
m79849270	ALYREF	1018	1762
m79849279	ALYREF	374	552
m79849373	ALYREF	223	200
m79849387	ALYREF	814	757
p79849252	ALYREF	637	98
p79849282	ALYREF	670	287
p79849423	ALYREF	741	338
p79849429	ALYREF	1600	1280
p79849436	ALYREF	896	684
m63413020	AMER1	615	1187
m63413053	AMER1	2506	2922
m63413115	AMER1	1677	2260
m63413131	AMER1	632	629
p63412977	AMER1	1500	1028
p63413004	AMER1	1918	1353
p63413010	AMER1	1199	1739
p63413022	AMER1	1603	1962
p63413058	AMER1	1233	2346
p63413097	AMER1	1394	668
m53817754	AMHR2	923	786
m53818078	AMHR2	2663	3685
m53818172	AMHR2	1083	975
m53818183	AMHR2	3433	3285
m53818189	AMHR2	2474	2318
p53817703	AMHR2	1530	1810
p53817711	AMHR2	1965	2172
p53817741	AMHR2	1392	615
p53818084	AMHR2	1552	2533
p53818136	AMHR2	1770	1448
m47472672	AMIGO2	1801	2327
m47472681	AMIGO2	1123	780
m47472687	AMIGO2	1289	1111
m47472724	AMIGO2	1427	1794
m47472732	AMIGO2	798	426
m47472750	AMIGO2	906	275
p47472620	AMIGO2	3140	2281
p47472635	AMIGO2	2637	1356
p47472711	AMIGO2	402	264
p47472734	AMIGO2	1499	1433
m94501676	AMOTL1	1807	1621
m94501716	AMOTL1	236	565
m94528202	AMOTL1	524	498
m94528246	AMOTL1	1067	2498
p94501663	AMOTL1	1260	932
p94501678	AMOTL1	1964	1660
p94501704	AMOTL1	1264	2056
p94528248	AMOTL1	156	70
p94528270	AMOTL1	702	990
p94528276	AMOTL1	1254	2269
m112058587	AMOT	1253	2306
m112058602	AMOT	1939	2380
m112058619	AMOT	616	1180
m112058633	AMOT	441	781
m112058668	AMOT	1335	656
p112058635	AMOT	281	560
p112058653	AMOT	294	138
p112058660	AMOT	2748	1780
p112058708	AMOT	972	1968
p112058724	AMOT	2601	2719
m145916742	ANAPC10	1294	942
m145985725	ANAPC10	1145	1583
m145985757	ANAPC10	228	318
m146002813	ANAPC10	1284	1865
p145916669	ANAPC10	2564	1120
p145916692	ANAPC10	239	357
p145985716	ANAPC10	1310	1652
p146002797	ANAPC10	1293	710
p146017191	ANAPC10	504	520
p146017219	ANAPC10	1114	1570
m79852354	ANAPC11	1445	1461
m79852390	ANAPC11	567	130
p79852359	ANAPC11	1173	369
p79852364	ANAPC11	820	276
p79852372	ANAPC11	1310	2496
p79852378	ANAPC11	1645	746
p79852401	ANAPC11	141	41
p79852411	ANAPC11	774	167
p79852425	ANAPC11	1385	1591
p79857785	ANAPC11	4805	4505
m134197488	ANAPC13	422	152
m134201649	ANAPC13	1246	904
m134201667	ANAPC13	2538	1143
m134201692	ANAPC13	2748	3420
m134201712	ANAPC13	1193	449
m134201719	ANAPC13	2073	274
p134197497	ANAPC13	1550	1231
p134197519	ANAPC13	1973	2594
p134197525	ANAPC13	1354	1464
p134201651	ANAPC13	1505	954
m71821618	ANAPC15	1480	299
m71821636	ANAPC15	2061	1903
m71822204	ANAPC15	2087	2109
m71822210	ANAPC15	289	135
m71822249	ANAPC15	2493	273
m71822274	ANAPC15	749	446
p71821597	ANAPC15	344	233
p71821624	ANAPC15	202	576
p71822232	ANAPC15	408	296
p71822283	ANAPC15	1098	189
m73983789	ANAPC16	394	561
m73992836	ANAPC16	1584	1250
p73983681	ANAPC16	604	589
p73983708	ANAPC16	2348	2314
p73983714	ANAPC16	1292	1724
p73983792	ANAPC16	2097	2549
p73992752	ANAPC16	1084	2108
p73992786	ANAPC16	1325	1890
p73992800	ANAPC16	3039	2353
p73992828	ANAPC16	3532	3632
m112596027	ANAPC1	3152	3947
m112601025	ANAPC1	1358	1112
m112605303	ANAPC1	800	2309
m112620052	ANAPC1	414	155
m112638359	ANAPC1	1324	806
p112592394	ANAPC1	544	1309
p112615868	ANAPC1	1519	747
p112621329	ANAPC1	407	459
p112621341	ANAPC1	1473	1395
p112625646	ANAPC1	3442	2808
m140082874	ANAPC2	459	1231
m140082884	ANAPC2	1571	947
m140082893	ANAPC2	2782	2210
m140082898	ANAPC2	1759	591
m140082915	ANAPC2	1198	1537
m140082920	ANAPC2	125	0
m140082932	ANAPC2	257	235
m140082958	ANAPC2	1038	375
m140082965	ANAPC2	134	0
m140082977	ANAPC2	83	0
m25379064	ANAPC4	761	710
m25379075	ANAPC4	439	300
m25379080	ANAPC4	62	56
m25379139	ANAPC4	228	84
m25379164	ANAPC4	1636	635
p25379066	ANAPC4	53	0
p25379090	ANAPC4	336	51
p25379122	ANAPC4	385	48
p25379151	ANAPC4	1022	157
p25379156	ANAPC4	64	49
m121783708	ANAPC5	3225	2733
m121783740	ANAPC5	779	994
m121783810	ANAPC5	1804	1382
m121784722	ANAPC5	1007	605
m121784773	ANAPC5	1191	471
m121784779	ANAPC5	815	863
m121784790	ANAPC5	560	500
p121783762	ANAPC5	616	1045
p121783784	ANAPC5	394	0
p121784731	ANAPC5	975	715
m110841394	ANAPC7	1778	600
m110841401	ANAPC7	2845	1245
m110841410	ANAPC7	1313	598
m110841449	ANAPC7	1503	1427
p110834222	ANAPC7	812	373
p110841347	ANAPC7	886	191
p110841360	ANAPC7	584	163
p110841429	ANAPC7	663	421
p110841436	ANAPC7	592	1602
p110841476	ANAPC7	407	747
m6420307	ANGPT2	1483	391
m6420341	ANGPT2	423	837
m6420352	ANGPT2	4076	4382
m6420369	ANGPT2	3678	2903
m6420379	ANGPT2	1508	1468
m6420412	ANGPT2	465	1009
p6420298	ANGPT2	727	1628
p6420314	ANGPT2	2822	2112
p6420325	ANGPT2	2020	1306
p6420386	ANGPT2	1171	344
m21161782	ANG	625	929
m21161790	ANG	380	417
m21161808	ANG	1119	1105
m21161824	ANG	1491	2155
m21161829	ANG	2424	1697
p21161710	ANG	290	321
p21161716	ANG	1460	765
p21161743	ANG	283	525
p21161749	ANG	1786	637
p21161835	ANG	496	880
m61898739	ANK3	1675	958
m61898760	ANK3	1087	975
m61898791	ANK3	2997	2297
m61898800	ANK3	962	691
m61898807	ANK3	376	171
m61898828	ANK3	1131	1026
p61898745	ANK3	1387	1401
p61898750	ANK3	1796	1478
p61898773	ANK3	2020	1846
p61898781	ANK3	69	44
m139781586	ANKHD1	1008	1011
m139781599	ANKHD1	629	675
m139781708	ANKHD1	602	233
p139781546	ANKHD1	2043	1327
p139781552	ANKHD1	1222	1742
p139781569	ANKHD1	941	878
p139781578	ANKHD1	442	666
p139781672	ANKHD1	1255	2040
p139781699	ANKHD1	496	0
p139781711	ANKHD1	2328	2519
m113258621	ANKK1	750	611
m113258648	ANKK1	1664	3908
m113258658	ANKK1	921	1171
